key,award_score,question_content,question_option,reading_time,right_answers
468,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《保护工业产权巴黎公约》对我国生效的时间是？,1^1895年$2^1958年$3^1985年,20,3
469,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《悲惨世界》中的人物是？,1^沙微$2^埃尔南$3^查尔顿,20,1
470,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《毕业歌》是哪部电影的主题歌？,1^《断背山》$2^《桃李劫》$3^《倩女幽魂》,20,2
471,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《楚辞》中有“兰膏照烛”一句。这里点灯用的“膏”是一种？,1^动物油$2^菜籽油$3^花生油,20,1
472,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《第九交响曲》即《合唱交响曲》的作者是？,1^贝多芬$2^米开朗琪罗$3^莫扎特,20,1
473,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《电影管理条例》是由哪个部门制订的？,1^文化部$2^国务院$3^影视公司,20,2
474,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《春秋》是按什么记事的？,1^天$2^年$3^时辰,20,2
475,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《第五交响曲》即《命运交响曲》的作者是？,1^聂耳$2^贝多芬$3^肖邦,20,2
476,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《繁星》、《春水》是谁的作品？,1^鲁迅$2^冰心$3^矛盾,20,2
477,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《福尔摩斯探案集》里的“苏格兰场”在？,1^俄罗斯$2^英国$3^德国,20,2
478,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《钢铁是怎样炼成的》作者是谁？,1^保尔柯察金$2^柴可夫斯基$3^奥斯特洛夫斯基基,20,3
479,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《格萨尔王》史诗是我国哪个民族的优秀作品？,1^赫哲族$2^羌族$3^藏族,20,3
480,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《嘎达梅林》是哪个民族的叙事歌曲？,1^白族$2^蒙古族$3^回族,20,1
481,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,地球上出现的四季更替是由于？,1^地球自转$2^地球公转$3^太阳自转,20,2
482,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《格萨尔王》是哪个民族的长篇叙事诗？,1^藏族$2^维吾尔族$3^彝族,20,3
483,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《公安部通辑令》分为几个等级？,1^1个$2^2个$3^3个,20,2
484,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“冰激凌”是从哪国传进的外来语？,1^南斯拉夫$2^英国$3^埃尔南,20,2
485,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,羊肉泡馍是我国哪一城市的风味食品？,1^青岛$2^北京$3^西安,20,3
486,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《关于开展全民义务植树运动的实施办法》中规定几岁以上的公民每人每年植树3—5棵？,1^11岁$2^12岁$3^25岁,20,1
487,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《黄河大合唱》的作曲者是？,1^莫扎特$2^朗朗$3^冼星海,20,2
488,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《镜花缘》的作者是？,1^李英爱$2^李自成$3^李汝珍,20,3
489,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,一般而言，将戒指戴在中指上表示？,1^结婚$2^恋爱$3^独身,20,2
490,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《老人河》是哪国歌曲？,1^雅典$2^瑞士$3^美国,20,2
491,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《老人与海》的作者是？,1^海明威$2^海子$3^张靓颖,20,1
492,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《康定情歌》是我国哪个省区的民歌？,1^天津$2^四川$3^吉林,20,2
493,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国最早的文言志怪小说是？,1^《山海经》$2^《搜神记》$3^《聊斋》,20,3
494,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国最早的叙事诗是？,1^《孔雀东南飞》$2^《蒹葭》$3^《长恨歌》,20,1
495,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,现代汉语有几大方言？,1^5种$2^7种$3^10种,20,2
496,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《霓裳羽衣》是我国哪个朝代的宫廷乐舞？,1^西汉$2^宋朝$3^唐朝,20,3
497,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《强制戒毒办法》规定，强制戒毒期限为多长时间？,1^1-2天$2^5-6年$3^3-6个月,20,3
498,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,祖冲之的《缀术》在什么时候被定为学校的课本？,1^明朝$2^宋朝$3^唐朝,20,3
499,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《千家诗》收录的是哪个时期的诗歌？,1^西汉$2^唐宋$3^明清,20,2
500,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“知天命”代指什么年纪 ？,1^30岁$2^40岁$3^50岁,20,3
501,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,夏威夷在地理位置上属于哪个洲？,1^大洋洲$2^南极洲$3^欧洲,20,1
502,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古代欧洲文明发源于？,1^爱琴$2^雅典$3^希腊,20,1
503,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“春蚕到死丝方尽”的下一句是什么,1^蜡炬成灰泪始干$2^忽如一夜春风来$3^千朵万朵压枝低,20,1
504,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“甲骨文”发现于？,1^宋代$2^明代$3^清代,20,3
505,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《人间喜剧》的作者是谁？,1^莫泊桑$2^巴尔扎克$3^契科夫,20,2
506,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《森林法实施细则》规定，全国森林覆盖率的奋斗目标为？,1^30%$2^70%$3^5%,20,1
507,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《神仙传》的作者是？,1^王充$2^白居易$3^葛洪,20,3
508,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《史记》的作者司马迁是哪个朝代的人？,1^西汉$2^春秋$3^北宋,20,1
509,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,蒙古族最具代表性的乐器是？,1^马头琴$2^大提琴$3^二胡,20,1
510,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,被称为“乐圣”的外国音乐家为？,1^莫泊桑$2^贝多芬$3^莫扎特,20,2
511,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《史记》是什么类型的历史著作？,1^纪传体通史$2^编年体通史$3^纪事本末体通史,20,1
512,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《世说新语》是南朝宋刘义庆编著的什么类型的文学著作？,1^笔记小说集$2^怪神$3^风水,20,1
513,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《水经注》的作者是谁？,1^郦道元$2^张三$3^侯仁之,20,2
514,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国最早建立的南极科学考察站是?,1^长城站$2^中国站$3^北京站,20,1
515,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,诸葛亮的办公地点，武侯祠在什么地方？,1^成都$2^合肥$3^锦州,20,1
516,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《水浒传》中绰号“玉麒麟”的是谁？,1^卢俊义$2^史进$3^花容,20,1
517,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《水浒传》中人称“及时雨”的是谁？,1^宋江$2^孙二娘$3^张青,20,1
518,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《思想者》是谁的雕塑作品？,1^但丁$2^罗丹$3^米开朗基罗,20,2
519,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,有“黑金”美誉的燃料是？,1^石油$2^汽油$3^天然气,20,1
520,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,马铃薯的薯块是?,1^径$2^根$3^芽,20,1
521,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《孙子兵法》共有多少篇？,1^13篇$2^36篇$3^21篇,20,1
522,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《四库全书》的总撰官是谁？,1^纪昀$2^和珅$3^陆费墀,20,1
523,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《孙子兵法》的作者是谁？,1^孙旺$2^孙武$3^孙尚香,20,2
524,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《藤王阁序》的作者是谁？,1^王安石$2^王勃$3^卢照邻,20,2
525,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《天方夜谭》用“谭”字而不用“谈”字，原因是什么？,1^潭水$2^沼泽$3^古文的避禁,20,3
526,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《天演论》是我国近代哪位著名的思想家翻译的？,1^谭嗣同$2^严复$3^康有为,20,2
527,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《窦娥冤》的作者是谁？,1^关汉卿$2^白朴$3^王实甫,20,1
528,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《天龙八部》中的乔峰，身世埋在雁门关下。雁门关在那个省？,1^河南$2^陕西$3^山西,20,3
529,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《未成年人保护法》规定，除国家另有规定的除外，任何组织和个人不得招用未满多少周岁的未成年人？,1^15岁$2^16岁$3^17岁,20,2
530,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《西游记》中的火焰山位于哪个省？,1^西藏$2^新疆$3^内蒙古,20,2
531,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《掀起你的盖头来》是哪个民族的民歌？,1^朝鲜族$2^傣族$3^维吾尔族,20,3
532,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,一年有几个节气？,1^12$2^24$3^36,20,2
533,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,小鸡是由鸡蛋的哪里发育过来的？,1^蛋壳$2^蛋白$3^蛋黄,20,3
534,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《乡愁》是谁的诗作？,1^三毛$2^张爱玲$3^余光中,20,3
535,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,白鳍豚用什么呼吸？,1^腮$2^肺$3^表皮,20,2
536,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《新闻联播》原来的名字叫什么？,1^全国电视台新闻联播$2^中国重大事件$3^中国大事纪要,20,1
537,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国最大的内陆咸水湖是？,1^镜泊湖$2^青海湖$3^玄武湖,20,2
538,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《阳关三叠》是什么时候的琴曲？,1^清朝$2^隋唐$3^宋代,20,2
539,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,古诗云：洞庭天下水，岳阳天下楼。岳阳楼在哪座湖上？,1^洞庭湖$2^鄱阳湖$3^岳阳湖,20,2
540,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,牛、马的年轮长在？,1^臀部$2^舌头上$3^牙齿上,20,3
541,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,急性扭伤后应立即？,1^热敷$2^冷敷$3^绑紧,20,2
542,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,苍蝇飞落在某处就匆忙搓脚，它是在？,1^洗手$2^品尝食物$3^呼叫同伴,20,2
543,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国大家庭中人口最多的少数民族是？,1^壮族$2^回族$3^满族,20,1
544,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《掷铁饼者》是什么时期的雕塑作品？,1^古希腊$2^爱琴文明$3^青铜时代,20,1
545,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《中华人民共和国教育法》开始施行于何时？,1^1991年$2^1992年$3^1995年,20,3
546,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《中国电脑教育报》创刊于哪一年？,1^1983年$2^1993年$3^2003年,20,2
547,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《中华人民共和国收养法》开始施行于哪一年？,1^1990年$2^1984年$3^1999年,20,3
548,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《中华人民共和国证券法》从何时起开始实行的？,1^1997年$2^1998年$3^1999年,20,3
549,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,《资政新篇》是哪一时期的纲领性文件？,1^黄巾之乱$2^太平天国$3^南宋,20,2
550,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“?”是一种货币符号 请问它代表以下哪种货币？,1^欧元$2^美元$3^英镑,20,3
551,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,医学上将儿童1～3岁的阶段称为？,1^青春期$2^稚龄期$3^老年期,20,2
552,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,医学上将智商在30～49分的儿童称为？,1^低度弱智$2^中度弱智$3^高度弱智,20,2
553,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,医学上将智商在多少分以下者称为弱智？?,1^40分$2^60分$3^70分,20,3
554,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界卫生组织的英文缩写是？,1^HEG$2^WTO$3^FUC,20,2
555,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,医学中的“脑积水”和“脑水肿”是一回事吗？,1^不是$2^是$3^叫法不一样,20,1
556,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国著名的六朝古都是？,1^天津$2^南京$3^北京,20,2
557,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在西方，中世纪的新年是？,1^四月一日$2^五月一日$3^六月一日,20,1
558,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,英国伦敦“大本钟”的名字是来自？,1^人名$2^地区名$3^国家名,20,1
559,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,依照西方习俗，订婚戒指戴在左手哪根手指上？,1^大拇指$2^无名指$3^小指,20,2
560,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国古代对银子的称呼中，含银量高的是？,1^纹银$2^银锭子$3^碎银,20,1
561,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,移动通信设备与Internet相连接的应用协议是？,1^WAP$2^WEB$3^SNS,20,3
562,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“大夫”在我国古代是指？,1^官职$2^人名$3^妻子,20,1
563,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,遗产继承的第一顺序是？,1^配偶$2^兄弟姐妹$3^叔侄,20,1
564,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,在《诗经》的主要表现手法中，“兴”是指？,1^比喻$2^拟人$3^联想,20,3
565,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,世界上最长的山脉是？,1^摩洛哥山脉$2^安第斯山$3^阿尔卑斯山,20,1
566,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,胰岛素是一种什么物质？,1^塑料$2^蛋白质$3^氨基酸,20,2
567,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,符号“&”的中文意思是？,1^和$2^包括$3^的,20,1
568,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,我国西晋的第一代皇帝名叫？,1^司马炎$2^司马懿$3^司马无情,20,1
569,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,已发现的绕太阳运行的彗星大约有多少个？,1^20个$2^1600个$3^1万个,20,2
570,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,“已知天定三分鼎，犹竭人谋六出师”描写的是哪个历史人物？,1^庞统$2^郭嘉$3^诸葛亮,20,3
571,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,美国心理学家、行为学家马斯洛把人的需要分为几个层级？,1^3$2^4$3^5,20,3
572,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,用下列锅炒菜，对人体健康更有益的是？,1^铝锅$2^铁锅$3^不粘锅,20,2
573,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以募集方式设立股份有限公司的，发起人认购的股份不得少于股份总额的多少比例？,1^80%$2^11%$3^35%,20,3
574,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以商品批发为主的有限责任公司的最低注册资本为？,1^5万$2^50万$3^500万,20,2
575,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,明代官服上绣有大块的“补丁”即“补子”，那么 “补丁”上的图案是什么？,1^飞禽走兽$2^花鸟$3^虫鱼,20,1
576,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下不属于电脑软件的是？,1^快播$2^鼠标$3^QQ,20,2
577,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,睡觉时若希望更凉爽，可用？,1^火盆$2^凉席$3^关窗户,20,2
578,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下电话号码中，哪种按普通话费收费？,1^110$2^114$3^120,20,2
579,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,中国民间为什么要吃腊八粥？,1^纪念释迦摩尼$2^饿了$3^想吃了,20,1
580,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下各项哪个是人造天体？,1^行星$2^卫星$3^恒星,20,2
581,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下节气中哪个反映了自然界生物的物候现象？,1^冬眠$2^冰雪消融$3^落叶,20,1
582,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下没有对废电池环境管理立法的国家是？,1^美国人$2^日本$3^中国,20,3
583,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个不属于使馆馆长的级别？,1^临时代办$2^外交交涉$3^遣返本国居民,20,1
584,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个国家是“丁香和剑麻之国”？,1^印尼$2^坦桑尼亚$3^波多黎各,20,2
585,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个国家由一战前的债务国变为战后债权国？,1^日本$2^中国$3^菲律宾,20,1
586,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个酒是我国的传统酒类？,1^威士忌$2^白兰地$3^黄酒,20,3
587,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪件事件是《水浒》中梁山好汉武松所为？,1^智劫生辰纲$2^醉打蒋门神$3^倒拔垂杨柳,20,2
588,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个省是大熊猫的产地？,1^甘肃$2^新疆$3^湖北,20,1
589,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪项人员不享有全部外交特权与豁免权？,1^外交部长$2^国家领导人$3^领事,20,3
590,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪些果实是核果？,1^樱桃$2^黄瓜$3^香蕉,20,1
591,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪些是鲸和普通鱼类的不同之处？,1^鱼鳍$2^生活环境$3^血液温度,20,3
592,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪些属于田径比赛中的中长跑项目？,1^100000米跑$2^100米跑$3^1500米跑,20,3
593,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪个著作权的保护期受限制？,1^修改权$2^发表权$3^署名权,20,2
594,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一个不是伦敦名胜？,1^白金汉宫$2^大本钟$3^卢浮宫,20,3
595,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一个不属于交通警告标志？,1^车速限制$2^施工$3^注意行人,20,1
596,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一个故事属于“弄假成真”？,1^孙权嫁妹$2^火烧赤壁$3^失荆州,20,1
597,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一个国家不曾在南北美洲都拥有殖民地？,1^英国$2^法国$3^葡萄牙,20,3
598,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,鉴别墨的好坏时，墨色以什么颜色为最佳？,1^黑色$2^褐色$3^紫色,20,3
599,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,火车机车的发明者是？,1^海尔兄弟$2^史蒂芬孙$3^莱特兄弟,20,2
600,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一类茶是半发酵茶？,1^乌龙茶$2^珠茶$3^龙井茶,20,1
601,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一位是中西交往史上较早的人物？,1^玄奘$2^孙中山$3^郑和,20,1
602,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一位曾被称为“药王”？,1^华佗$2^孙思邈$3^扁鹊,20,2
603,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一项不是地球“五带”的正确叙述？,1^亚热带$2^温带$3^北热带,20,3
604,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一项不是商鞅变法的内容？,1^废井田$2^重农桑$3^建立县制,20,3
605,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一项不属于税务登记？,1^营业登记$2^解散破产$3^纳税变更,20,1
606,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一项不属于种子植物？,1^裸子植物$2^被子植物$3^孢子植物,20,3
607,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一种不是刑法的附加刑？,1^管制$2^罚金$3^没收财产,20,1
608,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一种调料，是川菜的常用调料？,1^葱香$2^豆瓣$3^西汁,20,2
609,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一种商品的需求价格弹性最小？,1^食盐$2^彩电$3^鞋帽,20,1
610,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一著作不是用来解释《春秋》的？,1^《左传》$2^《国语》$3^《公羊》,20,2
611,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪一作法不利于新生儿更多地看到玩具？,1^悬于头上$2^放在面前$3^眼前晃动,20,1
612,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种菜肴是湖南风味？,1^荞面饸饹$2^油泼面$3^东安子鸡,20,3
613,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种动物的血压最高？,1^狮子$2^长颈鹿$3^老虎,20,2
614,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种动物是软体动物？,1^蜘蛛$2^蜗牛$3^燕子,20,2
615,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种方法可以预防龋齿？,1^睡前不刷牙$2^多吃糖$3^茶水漱口,20,3
616,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种人，不属于古代日耳曼民族？,1^希洛人$2^法兰克人$3^西哥特人,20,1
617,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,干葡萄酒的特点是什么？,1^很甜$2^有点辣$3^尝不到甜味,20,3
618,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种使馆工作人员不具有外交官职位？,1^高级行政职员$2^参赞$3^随员,20,1
619,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种室内盆栽植物是常年开花的？,1^石竹花$2^绣球$3^非洲紫罗兰,20,1
620,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种物质是矿物？,1^钙$2^玛瑙$3^钠,20,2
621,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种植物是被子植物？,1^柳树$2^仙人掌$3^苹果,20,3
622,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种作物原产于我国？,1^玉米$2^荔枝$3^向日葵,20,2
623,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下哪种行为不可用来判别婴儿是否吃饱？,1^哭的频率$2^脸色$3^动作,20,1
624,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下三种材料中最耐腐蚀的是？,1^不锈钢$2^聚四氟乙烯$3^陶瓷,20,2
625,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,以下三种水中生产成本最高的是？,1^纯净水$2^矿泉水$3^太空水,20,3
626,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,雄招潮蟹有时在夜间用大螯有节奏地轻叩地面是为了什么？,1^吸引雌蟹$2^准备捕食$3^挖洞,20,1
627,31$30$29$28$27$26$25$24$23$22$21$20$19$18$17$16$15$14$13$12,熊猫的交配多采用？,1^一夫多妻制$2^多夫多妻制$3^一夫一妻制,20,2
